"Station","Name","Date","Tmax","Tmin"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-01","74","46"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-02","73","47"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-03","75","43"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-04","73","43"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-05","77","61"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-06","74","61"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-07","82","65"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-08","72","40"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-09","61","33"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-10","67","36"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-11","62","38"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-12","63","36"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-13","73","39"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-14","68","51"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-15","56","51"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-16","69","52"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-17","60","45"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-18","65","46"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-19","58","40"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-20","60","41"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-21","51","38"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-22","64","46"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-23","51","33"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-24","47","29"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-25","47","30"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-26","46","33"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-27","47","37"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-28","46","36"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-29","49","26"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-30","45","25"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-10-31","58","36"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-01","62","51"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-02","66","44"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-03","55","32"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-04","34","16"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-05","42","24"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-06","52","36"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-07","57","43"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-08","43","32"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-09","41","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-10","47","33"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-11","46","27"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-12","45","25"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-13","30","20"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-14","35","22"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-15","51","29"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-16","57","36"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-17","58","41"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-18","57","49"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-19","55","34"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-20","35","17"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-21","39","21"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-22","44","30"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-23","47","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-24","37","14"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-25","22","14"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-26","33","18"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-27","35","27"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-28","31","18"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-29","25","18"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-11-30","27","5"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-01","30","7"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-02","37","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-03","37","32"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-04","40","23"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-05","50","34"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-06","54","32"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-07","35","26"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-08","31","13"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-09","31","17"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-10","38","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-11","28","10"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-12","24","11"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-13","21","12"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-14","25","11"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-15","25","11"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-16","27","9"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-17","21","-2"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-18","24","14"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-19","30","20"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-20","46","29"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-21","52","41"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-22","61","33"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-23","64","37"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-24","41","23"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-25","27","6"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-26","22","7"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-27","32","22"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-28","39","24"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-29","47","30"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-30","42","19"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2013-12-31","20","12"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-01","25","14"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-02","20","12"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-03","15","-3"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-04","8","-11"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-05","25","8"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-06","50","20"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-07","41","-5"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-08","4","-5"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-09","18","4"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-10","27","15"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-11","46","26"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-12","50","34"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-13","35","25"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-14","50","35"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-15","42","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-16","43","25"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-17","33","23"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-18","38","24"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-19","24","13"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-20","31","15"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-21","31","5"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-22","7","-13"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-23","2","-9"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-24","13","-2"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-25","16","-5"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-26","24","1"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-27","35","3"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-28","29","-3"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-29","10","-10"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-30","16","-8"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-01-31","26","5"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-01","34","20"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-02","40","30"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-03","33","22"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-04","25","9"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-05","25","12"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-06","25","4"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-07","21","2"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-08","23","-13"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-09","20","-9"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-10","18","-1"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-11","21","-4"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-12","16","-11"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-13","22","-8"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-14","22","18"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-15","31","21"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-16","27","9"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-17","16","-12"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-18","26","-7"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-19","33","17"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-20","41","18"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-21","44","20"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-22","46","33"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-23","46","31"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-24","45","20"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-25","25","15"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-26","20","10"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-27","15","2"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-02-28","20","1"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-01","18","3"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-02","33","14"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-03","18","5"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-04","11","-11"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-05","21","0"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-06","21","-12"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-07","29","-1"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-08","42","21"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-09","40","20"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-10","35","21"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-11","50","33"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-12","53","35"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-13","35","6"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-14","18","4"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-15","47","18"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-16","43","16"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-17","19","9"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-18","29","10"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-19","44","24"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-20","43","34"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-21","40","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-22","38","22"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-23","46","22"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-24","25","12"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-25","23","8"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-26","36","16"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-27","21","7"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-28","42","14"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-29","54","33"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-30","44","29"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-03-31","31","29"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-01","42","23"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-02","58","23"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-03","55","23"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-04","45","24"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-05","47","36"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-06","37","21"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-07","52","26"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-08","50","37"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-09","52","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-10","45","26"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-11","66","33"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-12","53","30"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-13","62","39"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-14","80","61"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-15","76","57"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-16","60","21"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-17","36","22"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-18","53","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-19","58","36"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-20","51","25"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-21","67","32"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-22","73","39"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-23","59","37"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-24","39","31"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-25","49","28"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-26","63","35"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-27","55","38"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-28","48","27"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-29","59","38"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-04-30","50","40"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-01","56","42"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-02","64","40"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-03","56","45"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-04","58","39"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-05","54","38"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-06","55","39"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-07","57","31"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-08","66","35"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-09","76","54"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-10","82","60"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-11","75","41"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-12","74","45"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-13","80","49"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-14","84","54"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-15","81","55"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-16","78","48"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-17","53","42"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-18","55","40"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-19","58","33"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-20","65","38"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-21","71","44"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-22","65","56"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-23","74","52"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-24","57","51"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-25","69","43"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-26","74","43"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-27","82","57"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-28","82","54"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-29","59","51"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-30","59","44"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-05-31","72","41"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-01","70","42"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-02","77","51"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-03","85","60"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-04","82","47"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-05","72","50"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-06","65","52"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-07","70","45"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-08","78","47"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-09","81","52"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-10","66","62"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-11","77","64"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-12","69","61"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-13","68","64"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-14","81","50"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-15","58","51"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-16","70","47"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-17","83","58"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-18","86","64"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-19","76","62"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-20","73","42"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-21","69","42"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-22","74","44"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-23","76","48"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-24","79","64"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-25","80","67"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-26","75","63"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-27","77","54"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-28","83","57"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-29","83","62"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-06-30","84","66"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-01","85","70"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-02","89","70"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-03","87","63"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-04","83","57"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-05","68","47"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-06","76","48"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-07","80","59"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-08","79","64"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-09","82","57"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-10","77","53"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-11","73","50"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-12","80","58"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-13","85","66"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-14","77","63"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-15","81","65"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-16","78","53"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-17","72","51"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-18","69","48"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-19","78","53"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-20","77","58"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-21","79","61"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-22","82","65"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-23","85","70"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-24","87","59"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-25","68","45"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-26","78","51"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-27","79","57"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-28","84","62"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-29","71","50"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-30","66","47"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-07-31","72","54"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-01","73","53"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-02","81","62"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-03","81","58"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-04","77","60"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-05","80","57"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-06","79","59"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-07","74","49"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-08","73","48"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-09","75","47"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-10","80","49"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-11","82","54"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-12","80","62"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-13","70","62"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-14","73","47"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-15","68","48"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-16","66","47"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-17","70","49"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-18","70","52"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-19","70","45"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-20","78","47"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-21","78","64"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-22","78","60"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-23","78","62"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-24","67","54"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-25","79","51"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-26","79","51"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-27","83","53"
"USC00304174","ITHACA CORNELL UNIVERSITY, NY US","2014-08-28","77","53"
